banco,comercio,direccion,comuna,lat,lon,logo,dias,monto,tope,vigencia,sitio_web,categoria,url
Santander,CuracaRibs,,Providencia,,,https://banco.santander.cl/uploads/000/047/696/7ba22f3b-640d-4572-a659-50134b022c51/original/logo_actualizado_curacaribs.png,lunes,40% dcto. online,40000,2026-09-30,https://www.curacaribs.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/curacaribs-4
Santander,CuracaRibs,,Huechuraba,,,https://banco.santander.cl/uploads/000/047/696/7ba22f3b-640d-4572-a659-50134b022c51/original/logo_actualizado_curacaribs.png,lunes,40% dcto. online,40000,2026-09-30,https://www.curacaribs.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/curacaribs-4
Santander,CuracaRibs,,Curacaví,,,https://banco.santander.cl/uploads/000/047/696/7ba22f3b-640d-4572-a659-50134b022c51/original/logo_actualizado_curacaribs.png,lunes,40% dcto. online,40000,2026-09-30,https://www.curacaribs.cl,restaurantes,https://banco.santander.cl/beneficios/promociones/curacaribs-4
Santander,Sakura,,Las Condes,,,https://banco.santander.cl/uploads/000/049/688/3d252a78-29a9-4af5-a9b7-2f46072ef7b0/original/Logo_Sakuranuevo.png,viernes,40% dcto. en Rolls,40000,2026-09-30,https://www.sakuraexpress.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/sakura-4
Santander,Sakura,,Lo Barnechea,,,https://banco.santander.cl/uploads/000/049/688/3d252a78-29a9-4af5-a9b7-2f46072ef7b0/original/Logo_Sakuranuevo.png,viernes,40% dcto. en Rolls,40000,2026-09-30,https://www.sakuraexpress.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/sakura-4
Santander,Sakura,,Ñuñoa,,,https://banco.santander.cl/uploads/000/049/688/3d252a78-29a9-4af5-a9b7-2f46072ef7b0/original/Logo_Sakuranuevo.png,viernes,40% dcto. en Rolls,40000,2026-09-30,https://www.sakuraexpress.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/sakura-4
Santander,Sakura,,Vitacura,,,https://banco.santander.cl/uploads/000/049/688/3d252a78-29a9-4af5-a9b7-2f46072ef7b0/original/Logo_Sakuranuevo.png,viernes,40% dcto. en Rolls,40000,2026-09-30,https://www.sakuraexpress.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/sakura-4
Santander,Sakura,,La Reina,,,https://banco.santander.cl/uploads/000/049/688/3d252a78-29a9-4af5-a9b7-2f46072ef7b0/original/Logo_Sakuranuevo.png,viernes,40% dcto. en Rolls,40000,2026-09-30,https://www.sakuraexpress.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/sakura-4
Santander,Corrales del Sur,,Vitacura,,,https://banco.santander.cl/uploads/000/052/855/d908fee1-31f1-42b4-8026-e4beb2b88254/original/Logonuevo_CorralesdelSur.png,jueves,30% dcto.,100000,2026-09-30,https://www.corralesdelsur.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/corrales-del-sur-3
Santander,Corrales del Sur,,Providencia,,,https://banco.santander.cl/uploads/000/052/855/d908fee1-31f1-42b4-8026-e4beb2b88254/original/Logonuevo_CorralesdelSur.png,jueves,30% dcto.,100000,2026-09-30,https://www.corralesdelsur.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/corrales-del-sur-3
Santander,Corrales del Sur,,Peñalolén,,,https://banco.santander.cl/uploads/000/052/855/d908fee1-31f1-42b4-8026-e4beb2b88254/original/Logonuevo_CorralesdelSur.png,jueves,30% dcto.,100000,2026-09-30,https://www.corralesdelsur.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/corrales-del-sur-3
Santander,Burger King,,Las Condes,,,https://banco.santander.cl/uploads/000/046/065/7b06054b-0eab-47e4-86a0-79301b1255b8/original/logo_bk.jpg,jueves,40% dcto.,15000,2026-09-30,https://www.burgerking.cl/,restaurantes,https://banco.santander.cl/beneficios/promociones/burger-king-2
