banco,comercio,direccion,comuna,lat,lon,logo,dias,monto,tope,vigencia,sitio_web,categoria,url
Bci,La Santoría,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Santor%C3%ADa_cfd9c464_19-6_4.png,lunes;martes;domingo,40% descuento,40000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/restaurante-de-comida-italiana-en-providencia-mzi45gr
Bci,Oporto salvaje,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Oporto-salvaje_2a362935_13-30_4.png,sabado,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-todos-los-sabados-en-isidora-goyenechea-zqjlz5x
Bci,Piegari,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Piegari_65da90f4_14-32_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;preferencial;descuentos;black-signature-infinite;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-todos-los-viernes-en-vitacura-ii9k5zg
Bci,Prístino Restaurante,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Pr%C3%ADstino-Restaurante_897d228e_14-45_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/para-disfrutar-todos-los-viernes-hunkk4
Bci,Restaurante Omar Khayyam,,Recoleta,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Restaurante-Omar-Kha_50579d11_15-9_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-una-rica-comida-arabe-los-viernes-en-recoleta-eu6dq4g
Bci,Rishtedar,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Rishtedar_13d6d5a0_15-12_4.png,jueves,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-una-experiencia-unica-los-jueves-en-rishtedar-slbwe3q
Bci,Sabor y Aroma,,Lo Barnechea,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Sabor-y-Aroma_b455bdab_15-18_4.png,lunes;martes;miercoles;jueves;viernes,20% descuento,20000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/de-lunes-a-viernes-en-lo-barnechea-39wtmpu
Bci,Siete Negronis,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Siete-Negronis_5dbbde42_15-56_4.png,jueves,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/premiado-en-el-ranking-de-los-mejores-bares-del-mundo-por-50-bertsbars-6xf0m4f
Bci,Tigre Bravo,,Maipú,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Tigre-Bravo_0357e61f_17-23_4.png,lunes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/descubre-este-espacio-gastronomico-en-maipu-qjrzfu
Bci,Kechua,,Providencia,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Kechua_79219059_15-13_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;preferencial;descuentos;black-signature-infinite;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/viernes-en-vitacura-providencia-y-nunoa-c6wq4pq
Bci,Kechua,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Kechua_79219059_15-13_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;preferencial;descuentos;black-signature-infinite;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/viernes-en-vitacura-providencia-y-nunoa-c6wq4pq
Bci,Kechua,,Ñuñoa,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Kechua_79219059_15-13_4.png,viernes,40% descuento,40000,2026-09-30,,restaurantes;preferencial;descuentos;black-signature-infinite;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/viernes-en-vitacura-providencia-y-nunoa-c6wq4pq
Bci,SHI-NUÁ,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/SHI-NU%C3%81_f2deccd7_14-53_4.png,lunes,40% descuento,40000,2026-09-30,,restaurantes;preferencial;descuentos;black-signature-infinite,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-la-mejor-comida-chino-peruana-los-lunes-en-viitacura-yuyk9lt
Bci,Prima Bar,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Prima-Bar_145a9b33_15-9_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-este-incrible-descuento-los-miercoles-en-vitacura-hzi7fk3
Bci,OIA,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/OIA_94812fe2_15-36_4.png,jueves;viernes;sabado,20% descuento,20000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-este-descuento-de-jueves-a-sabado-en-vitacura-ji2i3m
Bci,La Cocina de Javier,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Cocina-de-Javier_c670012f_19-9_4.png,jueves,50% descuento,100000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/jueves-vitacura-pa8lwp9
Bci,Dagan,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Dagan_1f9696eb_16-20_4.png,martes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/increible-comida-mediterranea-iv3kc3
Bci,Infiltrados,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Infiltrados_0a754ae5_16-1_4.png,martes,40% descuento,40000,2026-09-30,,restaurantes;descuentos,https://www.bci.cl/beneficios/beneficios-bci/detalle/martes-en-vitacura-3k7k9cm
Bci,La Vermutería del Pobre Vermut,,,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/La-Vermuter%C3%ADa-del-Po_a9de2ef9_21-24_4.png,jueves,20% descuento,,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-de-este-beneficio-los-jueves-rsvdzqu
Bci,Los Vikingos,,Santiago,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Los-Vikingos_bd7716a5_13-43_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos;antojos,https://www.bci.cl/beneficios/beneficios-bci/detalle/santiago-centro-5o96pd
Bci,Ocean Pacific´s,,Santiago,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Ocean-Pacific%C2%B4s_fa8d00ea_15-27_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/vitacura-y-santiago-centro-kqiua6
Bci,Ocean Pacific´s,,Vitacura,,,https://www.bciplus.cl/storages/loyalty/campaigns-images/Ocean-Pacific%C2%B4s_fa8d00ea_15-27_4.png,miercoles,40% descuento,40000,2026-09-30,,restaurantes;descuentos;presencial,https://www.bci.cl/beneficios/beneficios-bci/detalle/vitacura-y-santiago-centro-kqiua6
